,name,rating,reviews,highly rated for,critically rated for,details,jobs
10,Smile Electronics,3.1,80,"Company Culture, Salary & Benefits, Promotions / Appraisal",,Electronics Manufacturing | 201-500 Employees | Public | 26 years old | Bangalore/Bengaluru +2 more,80
11,Jawaharlal Nehru Medical College,3.9,80,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Education & Training | 201-500 Employees (Global) | 59 years old | Ajmer +13 more,80
12,Hetro Pharma,4.1,80,"Job Security, Work Life Balance, Skill Development / Learning",,1k-5k Employees | 31 years old | Hyderabad/Secunderabad +6 more,80
13,MNC AUTOMATION,4.2,80,"Job Security, Promotions / Appraisal, Work Satisfaction",,Industrial Automation | 1-10 Employees | 28 years old | Noida +25 more,80
14,Chloride Metals,3.7,80,"Promotions / Appraisal, Salary & Benefits, Company Culture",,201-500 Employees | Haldia +5 more,80
15,SoftProdigy System Solutions,4.6,80,"Company Culture, Skill Development / Learning, Job Security",,IT Services & Consulting | 201-500 Employees | 18 years old | Mohali +1 more,80
16,Broadcast Engineering Consultants India,3.3,80,"Promotions / Appraisal, Job Security, Skill Development / Learning",,Government | 201-500 Employees | Central | New Delhi +13 more,80
17,Jain Farm Fresh Foods,3.8,80,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",FMCG | 201-500 Employees | Public | 61 years old | Jalgaon +11 more,80
18,Velankani Electronics,3.6,80,"Job Security, Promotions / Appraisal, Salary & Benefits",,Electronics Manufacturing | 501-1k Employees | 39 years old | Bangalore/Bengaluru +7 more,80
19,E C R Buildtech,4.2,80,"Skill Development / Learning, Job Security, Work Satisfaction",,51-200 Employees | 12 years old | Bhiwadi +14 more,80
0,CENTRUM HOUSING FINANCE,3.8,80,Work Life Balance,Job Security,Financial Services | 51-200 Employees | Public | 8 years old | Mumbai +39 more,80
1,Trn Energy,3.3,80,Job Security,"Salary & Benefits, Skill Development / Learning, Company Culture",Power | 1k-5k Employees | 18 years old | Raipur +7 more,80
2,Velankani Electronics,3.6,80,"Job Security, Promotions / Appraisal, Salary & Benefits",,Electronics Manufacturing | 501-1k Employees | 39 years old | Bangalore/Bengaluru +7 more,80
3,Shetty Infraservices,4.5,80,"Skill Development / Learning, Work Life Balance, Salary & Benefits",,IT Services & Consulting | 1k-5k Employees (Global) | 29 years old | Mumbai +6 more,80
4,Gitarattan International Business School,4.7,80,"Job Security, Work Life Balance, Salary & Benefits",,Education & Training | 51-200 Employees | 20 years old | New Delhi,80
5,Disposafe Health And Life Care,3.4,80,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Medical Equipment | 1k-5k Employees | Public | 17 years old | Delhi/NCR +4 more,80
6,Epicu Agro Products,3.5,80,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Food Processing | 201-500 Employees | Delhi +15 more,80
7,Mody University Science Technology,3.1,80,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Education & Training | 51-200 Employees | 26 years old | Lakshmangarh +10 more,80
8,Sterling Accuris Wellness,4.2,80,"Job Security, Work Life Balance, Company Culture",,Healthcare | 501-1k Employees | 10 years old | Ahmedabad +12 more,80
9,SDP & Associates (Office),3.0,80,"Promotions / Appraisal, Work Life Balance, Job Security",,Accounting & Auditing | 51-200 Employees | 31 years old | Kolkata +7 more,80
10,21North,3.1,80,"Job Security, Salary & Benefits, Promotions / Appraisal",,Internet | 501-1k Employees | Startup | 9 years old | Bangalore +13 more,80
11,Vydehi Institute Of Medical Sciences And Research Centre,3.7,80,"Promotions / Appraisal, Salary & Benefits",,Healthcare | 1k-5k Employees | 24 years old | Bengaluru +3 more,80
12,Luthra Group Company,3.6,80,Salary & Benefits,"Company Culture, Work Satisfaction, Job Security",Waste Management | 51-200 Employees | Central | 44 years old | Surat +11 more,80
13,Cumi Murugappa,4.2,80,"Salary & Benefits, Company Culture, Job Security",,Chennai +33 more,80
14,PETROCON ENGINEERS AND CONSULTANTS,3.1,80,"Salary & Benefits, Company Culture, Work Life Balance",,51-200 Employees | Hyderabad/Secunderabad +5 more,80
15,WEBSOL ENERGY SYSTEMS,3.0,80,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Semiconductors | 201-500 Employees | Public | 34 years old | Falta +3 more,80
16,Jain Farm Fresh Foods,3.8,80,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",FMCG | 201-500 Employees | Public | 61 years old | Jalgaon +11 more,80
17,JUNIPER GREEN ENERGY,4.4,80,"Job Security, Promotions / Appraisal, Salary & Benefits",,Power | 51-200 Employees | 6 years old | Delhi +10 more,80
18,FreshToHome,3.8,80,Company Culture,Promotions / Appraisal,Retail | 1-10 Employees | 9 years old | Bangalore/Bengaluru +14 more,80
19,Trellix,3.5,80,Work Life Balance,"Job Security, Promotions / Appraisal, Work Satisfaction",Hardware & Networking | 1k-5k Employees (Global) | 2 years old | Silicon Valley +1 more,80
0,JPM INDUSTRIES,3.8,80,Company Culture,Promotions / Appraisal,Industrial Machinery | 1k-5k Employees | 65 years old | Gurgaon/Gurugram +11 more,80
1,Vegrow,4.1,80,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Internet | 11-50 Employees | Startup | 4 years old | Bengaluru/Bangalore +15 more,80
2,Tech Firefly,3.1,80,"Job Security, Promotions / Appraisal, Skill Development / Learning",,IT Services & Consulting | 1k-5k Employees (Global) | 8 years old | Hyderabad/Secunderabad +3 more,80
3,Gainwell Technologies,4.0,80,"Job Security, Work Life Balance, Company Culture",,IT Services & Consulting | 501-1k Employees | 15 years old | Bengaluru/Bangalore +9 more,80
4,DLV Software,4.0,80,"Skill Development / Learning, Work Satisfaction, Company Culture",Salary & Benefits,IT Services & Consulting | 11-50 Employees | Hyderabad/Secunderabad,80
5,Trellix,3.5,80,Work Life Balance,"Job Security, Promotions / Appraisal, Work Satisfaction",Hardware & Networking | 1k-5k Employees (Global) | 2 years old | Bengaluru/Bangalore +1 more,80
6,MicroGenesis Techsoft,3.7,79,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,IT Services & Consulting | 51-200 Employees | 24 years old | Bengaluru/Bangalore +4 more,79
7,GSS Infotech,3.6,79,Promotions / Appraisal,,IT Services & Consulting | 51-200 Employees | Public | 25 years old | Hyderabad/Secunderabad +7 more,79
8,Viom Networks,4.2,79,"Job Security, Promotions / Appraisal, Salary & Benefits",Skill Development / Learning,Telecom | 1k-5k Employees | 14 years old | Gurgaon/Gurugram +25 more,79
9,Mobily Infotech,4.0,79,"Job Security, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,Telecom | 201-500 Employees | 17 years old | Bengaluru/Bangalore +2 more,79
10,The Digital Group Infotech,4.1,79,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,IT Services & Consulting | 201-500 Employees | 25 years old | Pune +1 more,79
11,4I Apps Solutions,4.0,79,"Skill Development / Learning, Work Satisfaction, Company Culture",,IT Services & Consulting | 201-500 Employees | 16 years old | Chennai,79
12,Driplex Water Engineering,4.1,79,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Waste Management | 201-500 Employees | 50 years old | New Delhi +14 more,79
13,Dolphin Sutures,4.5,79,"Work Satisfaction, Job Security, Company Culture",,Medical Equipment | 201-500 Employees | 30 years old | Bengaluru/Bangalore +7 more,79
14,Garuda Polyflex Foods,4.0,79,"Salary & Benefits, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Job Security",FMCG | 501-1k Employees | 12 years old | Bengaluru/Bangalore +15 more,79
15,Pyramid E Services,4.0,79,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,Education & Training | 11-50 Employees | 19 years old | Jalandhar +12 more,79
16,Kyb Conmat,4.1,79,"Job Security, Company Culture, Salary & Benefits",,Industrial Machinery | 201-500 Employees | 22 years old | Vadodara +13 more,79
17,Kingfisher Airlines,4.2,79,"Salary & Benefits, Company Culture, Work Satisfaction",Job Security,Aviation | 1k-5k Employees | Public | 21 years old | Mumbai +18 more,79
18,C & C Constructions,4.1,79,"Work Life Balance, Company Culture, Work Satisfaction",,Engineering & Construction | 201-500 Employees | Public | 28 years old | Gurgaon/Gurugram +16 more,79
19,Royal Cyber,3.8,79,"Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal",IT Services & Consulting | 201-500 Employees | 11 years old | Bengaluru/Bangalore +5 more,79
0,Techugo,4.2,79,"Company Culture, Skill Development / Learning, Work Life Balance",,IT Services & Consulting | 11-50 Employees | 9 years old | Noida +2 more,79
1,InfinityLabs,3.2,79,"Job Security, Promotions / Appraisal, Company Culture",,IT Services & Consulting | 201-500 Employees | 10 years old | Pune +9 more,79
2,IMA-PG,4.0,79,"Job Security, Skill Development / Learning, Company Culture",,Medical Equipment | 201-500 Employees | 63 years old | Navi Mumbai +7 more,79
3,Parle Global Technologies,3.9,79,"Job Security, Work Life Balance",,Pharma | 201-500 Employees | 50 years old | Thane +10 more,79
4,Kintetsu World Express,4.1,79,"Skill Development / Learning, Job Security, Work Life Balance",,Logistics | 201-500 Employees | 27 years old | Tokyo +21 more,79
5,East West Seeds,4.5,79,"Company Culture, Skill Development / Learning, Work Satisfaction",,FMCG | 51-200 Employees | 42 years old | Nonthaburi +19 more,79
6,Ruban Memorial Hospital,4.2,79,"Job Security, Work Life Balance, Company Culture",,Healthcare | 501-1k Employees | 24 years old | Patna +1 more,79
7,SAL STEEL,3.6,79,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",Iron & Steel | 201-500 Employees | Public | 21 years old | Gurgaon/Gurugram +7 more,79
8,Detroit Engineered Products,3.1,79,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Automobile | 201-500 Employees | 26 years old | Troy +6 more,79
9,Lakshmi Electrical Control Systems,3.4,79,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Electrical Equipment | 51-200 Employees | Public | 43 years old | Coimbatore +2 more,79
10,Brindavan Bottlers,4.2,79,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,Beverage | 51-200 Employees | 39 years old | Lucknow +6 more,79
11,Vertexplus Technologies,2.2,79,"Promotions / Appraisal, Salary & Benefits, Job Security",,IT Services & Consulting | 51-200 Employees | 14 years old | Jaipur +5 more,79
12,Doctors for you,4.0,79,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Job Security",Non-Profit | 501-1k Employees | 17 years old | bombay +27 more,79
13,Specsmakers Opticians,4.1,79,"Job Security, Company Culture, Salary & Benefits",,Retail | 501-1k Employees | 17 years old | Chennai +11 more,79
14,Digital Academy 360,4.6,79,"Work Life Balance, Work Satisfaction, Company Culture",,Education & Training | 201-500 Employees | 9 years old | Bangalore/Bengaluru +6 more,79
15,Sanjay Ghodawat Group,3.2,79,"Promotions / Appraisal, Job Security, Work Satisfaction",,Food Processing | 5k-10k Employees (Global) | 32 years old | Kolhapur +19 more,79
16,Cardinal Health,3.5,79,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,Healthcare | 1k-5k Employees | Forbes Global 2000 | 30 years old | Dublin +7 more,79
17,ATPI,4.1,79,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,Travel & Tourism | 51-200 Employees | 22 years old | London +4 more,79
18,TEXILA AMERICAN UNIVERSITY,4.1,79,"Work Life Balance, Salary & Benefits, Skill Development / Learning",,Education & Training | 11-50 Employees | 14 years old | Guyana +5 more,79
19,Krishna Enterprises,3.7,79,Skill Development / Learning,"Promotions / Appraisal, Job Security",Industrial Machinery | 1-10 Employees | 7 years old | Noida +32 more,79
0,Shah Alloys,3.6,79,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Iron & Steel | 1k-5k Employees | Public | 34 years old | Ahmedabad +4 more,79
1,Renishaw,3.9,79,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Industrial Automation | 201-500 Employees | 51 years old | Wotton-under-edge +3 more,79
2,Teemage Precast In,3.8,79,"Salary & Benefits, Company Culture, Work Life Balance",,Engineering & Construction | 201-500 Employees | 13 years old | Tirupur +8 more,79
3,Injectoplast,3.9,79,Skill Development / Learning,"Promotions / Appraisal, Company Culture",Auto Components | 201-500 Employees | 36 years old | Kanpur +3 more,79
4,Scott Edil Pharmacia,3.5,79,"Promotions / Appraisal, Work Satisfaction, Job Security",,Pharma | 51-200 Employees | Public | 28 years old | Chandigarh +3 more,79
5,Community Health Center,4.1,79,"Skill Development / Learning, Work Satisfaction, Work Life Balance",,Healthcare | 201-500 Employees (Global) | Akron +38 more,79
6,International Centre for Automotive Technology,3.2,79,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Auto Components | 201-500 Employees | 18 years old | Gurugram +3 more,79
7,Aloft Hotels,3.4,79,"Promotions / Appraisal, Work Life Balance, Skill Development / Learning",,Hospitality | 1-10 Employees | 17 years old | Bangalore +11 more,79
8,S.K.B. Builders,3.6,79,"Promotions / Appraisal, Company Culture, Work Life Balance",,Engineering & Construction | 51-200 Employees | 42 years old | New Delhi +15 more,79
9,Myanatomy Integration,4.7,79,"Work Satisfaction, Company Culture, Work Life Balance",,Recruitment | 51-200 Employees | 8 years old | bangalore +3 more,79
10,Moolya Software Testing,3.8,79,"Skill Development / Learning, Company Culture",Promotions / Appraisal,IT Services & Consulting | 501-1k Employees | 14 years old | Bengaluru/Bangalore +5 more,79
11,Kingdom of Dreams,2.6,79,"Salary & Benefits, Promotions / Appraisal, Job Security",,Media & Entertainment | 501-1k Employees (Global) | 14 years old | Gurgaon +3 more,79
12,Simbhaoli Sugars,3.7,79,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,Food Processing | 1k-5k Employees | Public | 91 years old | Noida +9 more,79
13,Sarva Shiksha Abhiyan,3.3,79,"Promotions / Appraisal, Job Security, Work Satisfaction",,Non-Profit | 501-1k Employees (Global) | 22 years old | Chandauli +38 more,79
14,Aggreko,4.4,79,"Skill Development / Learning, Salary & Benefits, Company Culture",,Power | 51-200 Employees | 62 years old | Glasgow +16 more,79
15,Galderma,3.9,79,"Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,Healthcare | 201-500 Employees | 43 years old | Lausanne +21 more,79
16,SoftNice,3.5,79,"Job Security, Skill Development / Learning, Company Culture",,IT Services & Consulting | 501-1k Employees | 23 years old | Allentown +6 more,79
17,Freudenberg Gala Household Product,4.1,79,"Skill Development / Learning, Job Security, Company Culture",,Consumer Electronics & Appliances | 51-200 Employees | 15 years old | Mumbai +14 more,79
18,Sparsh BPO Services,4.0,79,"Work Life Balance, Work Satisfaction, Job Security",Promotions / Appraisal,BPO | 10k-50k Employees | Public | 46 years old | Mumbai +18 more,79
19,Airtel Africa,3.0,79,"Company Culture, Promotions / Appraisal, Work Satisfaction",,Telecom | Gurgaon/Gurugram +5 more,79
0,M Intergraph Systems,4.1,79,"Job Security, Company Culture, Skill Development / Learning",,IT Services & Consulting | 201-500 Employees | 34 years old | New Delhi +5 more,79
1,SJS Enterprises,3.9,79,"Skill Development / Learning, Salary & Benefits, Company Culture",,Auto Components | 201-500 Employees | 37 years old | Bengaluru +5 more,79
